pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label_asli
566,55468,581,141000000,581000000000.0,5,2790,29,2842,0,1,ICMP,1,135612669,148464,0,0.0,0.0,0
97480,101574160,310,754000000,311000000000.0,6,1943,9306,9696852,310,0,UDP,4,3665,3413,0,0.0,0.0,1
27315,29117790,60,842000000,60842000000.0,2,608,13438,14324908,447,0,UDP,2,3365,1262,0,0.0,0.0,0
85575,89169150,273,432000000,273000000000.0,5,1931,9226,9613492,307,0,UDP,1,3649,1402,0,0.0,0.0,1
59294,61784348,199,15000000,199000000000.0,13,3421,9073,9454066,302,1,ICMP,2,5344,1472,0,0.0,0.0,1
91321,97348186,202,91000000,202000000000.0,4,1931,13526,14418716,450,0,UDP,1,3719,1156,0,0.0,0.0,0
81814,85250188,270,982000000,271000000000.0,8,3421,8888,9261296,296,1,ICMP,2,105767,135561984,0,0.0,0.0,1
58528,3160512,186,890000000,187000000000.0,7,18351,8968,484272,298,1,TCP,1,6450789,145705624,0,0.0,0.0,0
134994,143903604,320,756000000,321000000000.0,3,1943,4288,4571008,142,0,UDP,2,3865,1402,0,0.0,0.0,1
24961,26009362,80,484000000,80484000000.0,5,1943,9242,9630164,308,0,UDP,1,3775,1492,0,0.0,0.0,1
84413,4895954,287,997000000,288000000000.0,5,10817,8246,478268,274,1,TCP,1,6111873,149999440,0,119.0,119.0,1
233390,12603060,406,557000000,407000000000.0,5,2373,15052,812808,501,1,TCP,4,321441041,180018397,115,216.0,331.0,1
539,52822,551,869000000,552000000000.0,7,1264,30,2940,1,0,ICMP,4,135641762,135642252,2,2.0,4.0,0
108,10584,111,609000000,112000000000.0,3,1286,29,2842,0,0,ICMP,1,135476558,13056,0,0.0,0.0,0
999,97902,1031,206000000,1030000000000.0,3,2800,23,2254,0,1,ICMP,2,271127123,135667543,0,0.0,0.0,0
115365,119805354,440,76000000,440000000000.0,7,1057,8543,8874430,284,1,ICMP,3,62748,135522692,0,0.0,0.0,1
304,29792,311,828000000,312000000000.0,9,1264,30,2940,1,0,ICMP,2,45077,79021384,0,2392.0,2392.0,0
330,32340,338,311000000,338000000000.0,5,3024,30,2940,1,1,ICMP,2,135466235,80603048,0,2724.0,2724.0,0
645,63210,661,297000000,661000000000.0,5,948,29,2842,0,1,ICMP,3,270978494,60494,0,0.0,0.0,0
86838,92569308,191,698000000,192000000000.0,4,1931,13535,14428310,451,0,UDP,4,3539,3413,0,0.0,0.0,0
127,12446,130,916000000,131000000000.0,11,2800,29,2842,0,1,ICMP,1,13633,9390,0,0.0,0.0,0
61531,65592046,132,729000000,133000000000.0,4,7503,13538,14431508,451,0,UDP,3,384947462,4934,7676,0.0,7676.0,0
97058,6406032,304,325000000,304000000000.0,3,6696,8440,557064,281,1,TCP,3,441205615,19255763,3334,146.0,3480.0,1
12786,843984,38,615000000,38615000000.0,3,11422,10000,660108,333,1,TCP,3,14681007,171531696,178,3870.0,4048.0,0
168,16464,172,903000000,173000000000.0,9,4942,29,2842,0,1,ICMP,4,406681721,134036379,3,3.0,6.0,0
122806,127963852,436,657000000,437000000000.0,2,4440,8314,8663188,277,0,UDP,1,4033,1242,0,0.0,0.0,1
94445,6233810,321,134000000,321000000000.0,11,1143,2995,197670,99,1,TCP,4,13190165,259525549,369,5347.0,5716.0,1
243441,13145814,472,116000000,472000000000.0,5,25224,14340,774360,478,1,TCP,4,184076637,464482023,223,415.0,638.0,0
62074,4097064,188,875000000,189000000000.0,11,2373,10001,660066,333,1,TCP,2,8704528,156333574,145,135.0,280.0,0
118767,123755214,413,362000000,413000000000.0,2,1931,6237,6498954,207,0,UDP,2,3826,1312,0,0.0,0.0,1
108965,113541530,361,418000000,361000000000.0,7,3421,8994,9371748,299,1,ICMP,3,56525,249244153,0,2535.0,2535.0,1
130663,135524974,680,98000000,680000000000.0,3,1069,29,2842,0,1,ICMP,1,135532042,68414,0,0.0,0.0,1
374,36652,382,833000000,383000000000.0,7,4942,30,2940,1,1,ICMP,2,106859,102266,0,0.0,0.0,0
88,8624,91,430000000,91430000000.0,3,3443,29,2842,0,0,ICMP,2,5631,1632,0,0.0,0.0,0
29806,31057852,114,460000000,114000000000.0,17,2790,7961,8295362,265,1,ICMP,1,308568400,306898874,3760,3760.0,7520.0,1
206451,11148354,358,367000000,358000000000.0,5,7385,17350,936900,578,1,TCP,2,31861366,464265717,271,506.0,777.0,1
113557,118326394,363,437000000,363000000000.0,4,1931,9258,9646836,308,0,UDP,2,4347,262352180,0,2566.0,2566.0,1
103011,107337462,330,888000000,331000000000.0,4,1943,9266,9655172,308,0,UDP,4,4094,143928808,0,0.0,0.0,1
115,11270,118,434000000,118000000000.0,5,2332,29,2842,0,1,ICMP,3,6242826,5428066,1661,1444.0,3105.0,0
41394,43132548,130,787000000,131000000000.0,3,1306,9432,9828144,314,0,UDP,1,3534,1172,0,0.0,0.0,1
110,10780,112,805000000,113000000000.0,11,4942,30,2940,1,1,ICMP,3,135737095,406309053,3,3.0,6.0,0
97384,6427620,313,233000000,313000000000.0,4,8050,5545,365970,184,1,TCP,1,6157575,150358188,0,127.0,127.0,1
35538,37030596,113,358000000,113000000000.0,4,1931,9423,9818766,314,0,UDP,3,78449539,3749,3839,0.0,3839.0,1
16653,17752098,36,411000000,36411000000.0,2,7503,13538,14431508,451,0,UDP,2,384948458,4934,7676,0.0,7676.0,0
121175,7028150,417,255000000,417000000000.0,3,7385,8097,469626,269,1,TCP,1,466944160,33297714,236,126.0,362.0,1
130635,135522230,651,207000000,651000000000.0,7,960,29,2842,0,1,ICMP,1,4932,1312,0,0.0,0.0,1
84214,4547556,318,301000000,318000000000.0,5,25224,7649,413046,254,1,TCP,3,9046910,10117781,222,238.0,460.0,0
123462,6666948,413,634000000,414000000000.0,2,16567,7541,407214,251,1,TCP,3,318888266,180937899,0,107.0,107.0,1
102932,5558328,357,126000000,357000000000.0,4,3982,8423,454842,280,1,TCP,3,13276890,157632128,130,243.0,373.0,1
42956,2835300,159,90000000,159000000000.0,5,2400,8498,560868,283,1,TCP,3,600437172,39186676,7829,302.0,8131.0,1
50463,2926854,165,920000000,166000000000.0,6,3982,8973,520434,299,1,TCP,2,5143,1242,0,0.0,0.0,1
122326,6605604,410,894000000,411000000000.0,2,1143,9035,487890,301,1,TCP,1,5332,6609194,0,129.0,129.0,0
930,91140,953,416000000,953000000000.0,11,4920,29,2842,0,1,ICMP,1,98731,94580,0,0.0,0.0,0
64848,3501792,112,926000000,113000000000.0,11,11888,18778,1014012,625,1,TCP,1,317503155,15745724,12312,818.0,13130.0,1
961,1001362,3,408000000,3408000000.0,4,1109,0,0,0,0,UDP,2,3323,1102,0,0.0,0.0,1
351,34398,363,168000000,363000000000.0,5,2997,29,2842,0,1,ICMP,1,74192815,1822,2369,0.0,2369.0,0
635,62230,651,168000000,651000000000.0,3,948,29,2842,0,1,ICMP,3,68474,135528348,0,0.0,0.0,0
138,13524,141,828000000,142000000000.0,7,14,29,2842,0,0,ICMP,2,18176,15380,0,0.0,0.0,0
131440,135601120,1281,383000000,1280000000000.0,7,2790,29,2842,0,1,ICMP,2,69291,135525152,0,0.0,0.0,1
30269,32266754,67,325000000,67325000000.0,3,2375,13442,14329172,448,0,UDP,1,3514,1422,0,0.0,0.0,0
246794,13326876,410,459000000,410000000000.0,5,4357,17511,945594,583,1,TCP,2,4036,1312,0,0.0,0.0,1
50245,3316302,171,348000000,171000000000.0,7,12549,9116,601656,303,1,TCP,1,5436,1312,0,0.0,0.0,0
68414,3694356,220,855000000,221000000000.0,4,3982,9013,486702,300,1,TCP,2,152381399,10457071,256,137.0,393.0,1
129740,7524920,468,704000000,469000000000.0,3,10817,6750,391500,225,1,TCP,4,21197280,166180806,103,192.0,295.0,1
30137,33229058,68,899000000,68899000000.0,3,11471,13340,14648120,444,1,TCP,1,5064,1562,0,0.0,0.0,0
830,81340,853,273000000,853000000000.0,9,4920,29,2842,0,1,ICMP,1,5730,1472,0,0.0,0.0,0
80162,5290860,244,431000000,244000000000.0,6,4357,9931,655446,331,1,TCP,1,3929,1242,0,0.0,0.0,0
14785,15405970,46,367000000,46367000000.0,5,7894,9516,9915672,317,0,UDP,2,4426,1382,0,0.0,0.0,1
47,4606,48,299000000,48299000000.0,5,2376,30,2940,1,1,ICMP,3,135535908,134721148,0,0.0,0.0,0
47993,51160538,102,725000000,103000000000.0,4,7503,13548,14442168,451,0,UDP,3,356163218,4892,7676,0.0,7676.0,0
124274,6710796,434,684000000,435000000000.0,4,2373,8107,437778,270,1,TCP,2,314678061,167394223,0,0.0,0.0,1
134986,143895076,317,347000000,317000000000.0,3,7916,5655,6028230,188,0,UDP,1,4960,276817856,0,0.0,0.0,1
935,91630,958,425000000,958000000000.0,9,3034,29,2842,0,1,ICMP,2,271271715,135240203,3,3.0,6.0,0
27315,29117790,60,842000000,60842000000.0,2,608,13438,14324908,447,0,UDP,1,3315,1262,0,0.0,0.0,0
80993,4697594,284,91000000,284000000000.0,3,13231,8175,474150,272,1,TCP,4,32139359,322801258,128,238.0,366.0,1
41642,43390964,147,323000000,147000000000.0,2,2385,7689,8011938,256,0,UDP,1,3691,1492,0,0.0,0.0,1
109127,119593550,244,86000000,244000000000.0,7,16567,13503,14751038,450,1,TCP,3,431933171,31670389,8116,350.0,8466.0,0
939,92022,961,627000000,962000000000.0,5,3443,29,2842,0,0,ICMP,2,105851,135561984,0,0.0,0.0,0
810,79380,830,237000000,830000000000.0,11,1069,29,2842,0,1,ICMP,1,271165600,271148796,3,3.0,6.0,0
480,47040,491,849000000,492000000000.0,11,1264,29,2842,0,0,ICMP,3,133625888,133625398,2510,2510.0,5020.0,0
273,26754,279,909000000,280000000000.0,13,2053,30,2940,1,1,ICMP,2,271194791,209211211,3,2581.0,2584.0,0
629,61642,643,116000000,643000000000.0,7,4930,29,2842,0,1,ICMP,2,133979847,406625189,2,2.0,4.0,0
131498,135606804,1341,400000000,1340000000000.0,5,2790,29,2842,0,1,ICMP,1,106083,135561944,0,0.0,0.0,1
15734,16394828,50,682000000,50682000000.0,4,1943,9360,9753120,312,0,UDP,1,3795,1242,0,0.0,0.0,1
133351,142152166,295,344000000,295000000000.0,2,8803,13368,14250288,445,0,UDP,2,989339841,4238,3839,0.0,3839.0,0
596,58408,611,157000000,611000000000.0,3,2790,29,2842,0,1,ICMP,3,271086033,166411,0,0.0,0.0,0
789,77322,808,493000000,808000000000.0,7,2390,29,2842,0,1,ICMP,1,13723,10132,0,0.0,0.0,0
481,47138,493,223000000,493000000000.0,5,2997,30,2940,1,1,ICMP,2,112897136,1976,2432,0.0,2432.0,0
86865,92598090,191,870000000,192000000000.0,5,1910,13526,14418716,450,0,UDP,3,3572,89736212,0,7673.0,7673.0,0
2475,2578950,9,135000000,9135000000.0,7,1049,0,0,0,1,ICMP,3,14693,2818631,0,748.0,748.0,1
994,97412,1018,438000000,1020000000000.0,3,3034,30,2940,1,1,ICMP,1,105626,101622,0,0.0,0.0,0
73469,78317954,162,904000000,163000000000.0,4,1931,13532,14425112,451,0,UDP,3,3749,78449539,0,3839.0,3839.0,0
212427,11471058,353,925000000,354000000000.0,3,4357,17478,943812,582,1,TCP,3,6134939,11482761,134,250.0,384.0,1
185,18130,189,904000000,190000000000.0,15,2053,29,2842,0,1,ICMP,2,271159329,180469691,3,2567.0,2570.0,0
134977,143885482,323,127000000,323000000000.0,4,1931,2900,3091400,96,0,UDP,4,3539,3199,0,0.0,0.0,1
880,86240,901,910000000,902000000000.0,13,3421,29,2842,0,0,ICMP,1,271192228,271090860,2,2.0,4.0,0
54149,56423258,202,200000000,202000000000.0,11,2997,7984,8319328,266,1,ICMP,1,99934105,97856834,4426,4426.0,8852.0,1
257031,13879674,471,305000000,471000000000.0,3,13231,13963,754002,465,1,TCP,4,22630081,20841497,105,98.0,203.0,0
10976,724488,44,121000000,44121000000.0,3,10832,7416,489528,247,1,TCP,3,15090503,13744232,0,0.0,0.0,1
50561,2932538,159,207000000,159000000000.0,11,18351,9053,525074,301,1,TCP,3,31107175,443336263,507,5503.0,6010.0,0
109761,124617354,256,254000000,256000000000.0,9,10817,13342,14743060,444,1,TCP,4,10522469,202573678,618,8236.0,8854.0,0
84054,4875132,277,542000000,278000000000.0,9,11471,9021,523218,300,1,TCP,2,447216705,27767602,4514,456.0,4970.0,0
15159,879222,46,983000000,46983000000.0,6,4357,9058,525364,301,1,TCP,1,3752,1172,0,0.0,0.0,1
813,79674,833,381000000,833000000000.0,9,3021,29,2842,0,1,ICMP,2,135636288,135288288,2,2.0,4.0,0
134772,143666952,311,877000000,312000000000.0,6,1931,7464,7956624,248,0,UDP,1,3669,1402,0,0.0,0.0,1
584,57232,598,468000000,598000000000.0,3,2364,29,2842,0,1,ICMP,3,134709430,135524148,0,0.0,0.0,0
129999,135458958,473,40000000,473000000000.0,7,4920,8341,8691322,278,1,ICMP,2,6003,1632,0,0.0,0.0,1
412,40376,422,922000000,423000000000.0,5,4942,29,2842,0,1,ICMP,2,134130641,406776053,1,1.0,2.0,0
49852,51945784,167,278000000,167000000000.0,3,2385,7886,8217212,262,0,UDP,3,3833,168355535,0,2759.0,2759.0,1
4531,4830046,9,736000000,9736000000.0,7,1790,0,0,0,0,UDP,1,3773,1422,0,0.0,0.0,1
95896,5561968,328,174000000,328000000000.0,5,8050,8330,483140,277,1,TCP,4,5587840,5143568,128,119.0,247.0,1
104021,5617134,181,22000000,181000000000.0,3,7385,18185,981990,606,1,TCP,1,4851,2918698,0,130.0,130.0,1
110,10780,113,66000000,113000000000.0,7,3021,30,2940,1,1,ICMP,3,133814164,135539548,1,1.0,2.0,0
80518,83899756,293,18000000,293000000000.0,7,4920,8118,8458956,270,1,ICMP,4,290434249,133918765,4572,1.0,4573.0,1
827,81046,848,392000000,848000000000.0,3,3034,29,2842,0,1,ICMP,3,135749541,290003,0,0.0,0.0,0
63340,67520440,140,680000000,141000000000.0,3,2242,13494,14384604,449,0,UDP,1,4378,143926690,0,0.0,0.0,0
112536,117262512,383,378000000,383000000000.0,2,1931,6364,6631288,212,0,UDP,1,3936,1472,0,0.0,0.0,1
507,49686,519,923000000,520000000000.0,9,2053,29,2842,0,1,ICMP,3,270699521,271093229,0,0.0,0.0,0
409,40082,423,164000000,423000000000.0,4,2997,29,2842,0,1,ICMP,4,5117,4347,0,0.0,0.0,0
57514,59929588,197,178000000,197000000000.0,2,2385,7674,7996308,255,0,UDP,2,4211,275862205,0,2122.0,2122.0,1
18203,19404398,40,286000000,40286000000.0,5,1790,13529,14421914,450,0,UDP,3,87249411,3833,7676,0.0,7676.0,0
106166,110624972,353,353000000,353000000000.0,2,1931,6086,6341612,202,0,UDP,2,3756,1242,0,0.0,0.0,1
341,33418,350,146000000,350000000000.0,4,1057,29,2842,0,1,ICMP,3,39025,72318271,0,2476.0,2476.0,0
22593,1491258,68,644000000,68644000000.0,11,11471,9807,647274,326,1,TCP,1,349664,322370,91,85.0,176.0,0
4955,327090,21,288000000,21288000000.0,3,8068,0,0,0,1,TCP,3,178490678,21799762,2783,87.0,2870.0,1
131877,135643946,1730,187000000,1730000000000.0,5,2063,29,2842,0,1,ICMP,3,292565,271199397,1,1.0,2.0,1
576,56448,590,198000000,590000000000.0,7,1057,30,2940,1,1,ICMP,2,255431432,119984936,2358,2358.0,4716.0,0
115098,6215292,374,846000000,375000000000.0,5,16567,8305,448470,276,1,TCP,2,26978441,29304950,217,234.0,451.0,1
19847,1071738,67,925000000,67925000000.0,3,13231,8556,462024,285,1,TCP,2,7545436,7012510,0,0.0,0.0,1
41224,2390992,154,736000000,155000000000.0,5,25224,8881,515098,296,1,TCP,1,8908,1382,0,0.0,0.0,0
343,33614,351,899000000,352000000000.0,9,1264,29,2842,0,0,ICMP,1,4659,1492,0,0.0,0.0,0
75746,4090284,246,896000000,247000000000.0,5,18351,8375,452250,279,1,TCP,2,6562229,153509448,0,0.0,0.0,0
208,20384,213,186000000,213000000000.0,5,2997,29,2842,0,1,ICMP,2,5177,1242,0,0.0,0.0,0
106175,110634350,353,403000000,353000000000.0,2,1931,6086,6341612,202,0,UDP,3,4136,143928976,0,0.0,0.0,1
392,38416,401,571000000,402000000000.0,11,3421,30,2940,1,0,ICMP,3,105941,102068,0,0.0,0.0,0
342,33516,351,168000000,351000000000.0,9,948,29,2842,0,1,ICMP,1,124905895,124900646,5132,5132.0,10264.0,0
29263,30492046,93,420000000,93420000000.0,5,1910,9606,10009452,320,0,UDP,3,3022,3362,0,0.0,0.0,1
635,62230,651,163000000,651000000000.0,7,2790,29,2842,0,1,ICMP,1,5583,1382,0,0.0,0.0,0
947,92806,971,194000000,971000000000.0,3,2800,29,2842,0,1,ICMP,4,105847,135565175,0,0.0,0.0,0
78744,87686304,181,302000000,181000000000.0,7,7385,11925,13510426,397,1,TCP,4,4226971,88610236,288,3821.0,4109.0,0
29263,30492046,93,420000000,93420000000.0,5,1910,9606,10009452,320,0,UDP,2,3582,1332,0,0.0,0.0,1
144,7776,0,340000000,340000000.0,10,10957,0,0,0,1,TCP,3,388771226,31884044,12058,668.0,12726.0,1
39851,2630478,134,302000000,134000000000.0,11,11888,9012,594840,300,1,TCP,1,271331148,12678104,11548,727.0,12275.0,0
14559,844422,45,449000000,45449000000.0,9,10987,9248,536384,308,1,TCP,1,222049230,10439662,12044,668.0,12712.0,1
27088,28225696,91,170000000,91170000000.0,11,1264,8915,9289430,297,1,ICMP,3,42896793,42896303,2454,2454.0,4908.0,1
68646,75348076,154,77000000,154000000000.0,9,16567,13285,14500778,442,1,TCP,3,318188718,26726726,12059,529.0,12588.0,0
17874,1036692,53,374000000,53374000000.0,11,18351,8950,519100,298,1,TCP,4,37797684,478001882,804,12289.0,13093.0,0
18390,1213884,61,225000000,61225000000.0,3,30,9323,615342,310,1,TCP,3,30066443,1221979,3918,164.0,4082.0,0
61103,3299562,200,457000000,200000000000.0,5,8050,8852,478008,295,1,TCP,2,4975,1242,0,0.0,0.0,1
95538,99550596,317,298000000,317000000000.0,2,7916,8304,8652768,276,0,UDP,3,4775,243545395,0,2284.0,2284.0,1
139,13622,142,797000000,143000000000.0,11,4942,29,2842,0,1,ICMP,4,270309609,135566057,0,0.0,0.0,0
10909,589086,19,555000000,19555000000.0,9,10692,0,0,0,1,TCP,2,6046,1382,0,0.0,0.0,1
530,51940,542,928000000,543000000000.0,5,4942,29,2842,0,1,ICMP,3,406450495,135878537,1,1.0,2.0,0
61830,65910780,137,330000000,137000000000.0,2,7503,13538,14431508,451,0,UDP,2,342890710,4892,3838,0.0,3838.0,0
67061,3621294,225,136000000,225000000000.0,5,18351,7457,402678,248,1,TCP,2,7495,4659932,0,107.0,107.0,0
134645,143531570,324,531000000,325000000000.0,3,7916,1118,1191788,37,0,UDP,1,4652,217285456,0,2493.0,2493.0,1
122450,6612300,208,765000000,209000000000.0,7,18351,16724,903096,557,1,TCP,2,6497841,146182604,0,0.0,0.0,0
429,42042,439,967000000,440000000000.0,13,2053,29,2842,0,1,ICMP,1,486399477,485988594,5131,5131.0,10262.0,0
486,47628,498,379000000,498000000000.0,5,3024,29,2842,0,1,ICMP,2,285653,135562322,4,0.0,4.0,0
712,69776,730,23000000,730000000000.0,3,2053,29,2842,0,1,ICMP,2,271098465,135638675,0,0.0,0.0,0
981,96138,1003,183000000,1000000000000.0,7,4942,29,2842,0,1,ICMP,3,406756481,134111139,2,2.0,4.0,0
131805,140504130,291,325000000,291000000000.0,5,1931,13535,14428310,451,0,UDP,4,3875,223512507,0,2620.0,2620.0,0
63325,67504450,140,629000000,141000000000.0,3,2242,13494,14384604,449,0,UDP,1,4126,1312,0,0.0,0.0,0
123625,128817250,447,485000000,447000000000.0,2,4440,7356,7664952,245,0,UDP,2,4694,143906528,0,0.0,0.0,1
114825,119647650,379,376000000,379000000000.0,4,2053,8541,8899722,284,1,ICMP,2,271083681,120022025,0,2362.0,2362.0,1
93278,99434348,207,245000000,207000000000.0,4,7916,13523,14415518,450,0,UDP,4,5228,535189464,0,10276.0,10276.0,0
115988,120859496,370,806000000,371000000000.0,2,1943,9336,9728112,311,0,UDP,2,3688,1492,0,0.0,0.0,1
31530,34735740,71,269000000,71269000000.0,9,391,13153,14524162,438,1,TCP,3,179158341,7628048,11962,606.0,12568.0,0
126204,131504568,443,397000000,443000000000.0,2,1931,7431,7743102,247,0,UDP,1,4316,143926522,0,0.0,0.0,1
134848,143747968,306,436000000,306000000000.0,2,7916,10322,11003252,344,0,UDP,1,4652,143927708,0,0.0,0.0,1
84887,93602878,191,296000000,191000000000.0,10,7385,13472,14737832,449,1,TCP,3,358947419,16440264,12165,665.0,12830.0,0
547,53606,561,430000000,561000000000.0,5,3443,29,2842,0,0,ICMP,4,55629,55252,0,0.0,0.0,0
5457,5686194,17,450000000,17450000000.0,3,7894,0,0,0,0,UDP,1,4336,1312,0,0.0,0.0,1
91357,6029790,281,254000000,281000000000.0,5,7385,9956,657096,331,1,TCP,5,289638942,15460396,4185,315.0,4500.0,0
117087,124814742,258,834000000,259000000000.0,6,1943,13533,14426178,451,0,UDP,2,3413,3665,0,0.0,0.0,0
61403,68721518,140,500000000,141000000000.0,7,4033,13472,14751040,449,1,TCP,2,6116,7021928,0,0.0,0.0,0
17526,1156776,54,8000000,54008000000.0,3,10852,9879,652050,329,1,TCP,4,53737406,313534288,3922,171.0,4093.0,0
193,18914,198,345000000,198000000000.0,8,2936,29,2842,0,1,ICMP,1,19757,16124,0,0.0,0.0,0
741,72618,759,891000000,760000000000.0,5,2063,29,2842,0,1,ICMP,2,271559232,271572568,1,1.0,2.0,0
77680,82806880,171,311000000,171000000000.0,6,1931,13385,14268410,446,0,UDP,2,3582,1332,0,0.0,0.0,0
1,98,1,239000000,1239000000.0,3,16,0,0,0,1,ICMP,3,3542,3458,0,0.0,0.0,0
125347,130611574,400,810000000,401000000000.0,2,1943,9359,9752078,311,0,UDP,2,3865,1402,0,0.0,0.0,1
51295,53449390,186,606000000,187000000000.0,6,1057,8904,9277968,296,1,ICMP,1,28075,27781740,0,2473.0,2473.0,1
196,19208,201,131000000,201000000000.0,10,2790,30,2940,1,1,ICMP,3,271107000,135648580,2,2.0,4.0,0
68209,3956122,232,163000000,232000000000.0,5,10817,7907,458606,263,1,TCP,2,5439,1402,0,0.0,0.0,1
69265,4571610,218,992000000,219000000000.0,5,16540,9181,605946,306,1,TCP,1,6450365,161123248,0,0.0,0.0,0
423,41454,433,27000000,433000000000.0,7,4920,29,2842,0,1,ICMP,3,133883961,232378759,0,2362.0,2362.0,0
890,87220,911,647000000,912000000000.0,11,3443,30,2940,1,0,ICMP,5,270501659,157507,2,2.0,4.0,0
71908,78847688,161,89000000,161000000000.0,7,1143,13500,14741200,450,1,TCP,5,3498727,79035279,175,3924.0,4099.0,0
43784,48362688,99,15000000,99015000000.0,5,16540,13338,14749364,444,1,TCP,2,23928604,350949528,300,4169.0,4469.0,0
7760,8272160,16,647000000,16647000000.0,2,8225,0,0,0,0,UDP,3,4985,279389321,0,0.0,0.0,1
518,50764,531,86000000,531000000000.0,4,948,29,2842,0,1,ICMP,1,56970,133131394,0,2485.0,2485.0,0
129999,135458958,423,487000000,423000000000.0,2,1931,7106,7404452,236,0,UDP,1,4372,248248668,0,2384.0,2384.0,1
8214,443556,28,53000000,28053000000.0,3,6024,7381,398574,246,1,TCP,2,464612,644964,108,114.0,222.0,1
3691,243762,11,241000000,11241000000.0,7,30,0,0,0,1,TCP,2,3423914,90135381,393,9325.0,9718.0,0
202840,10953360,367,607000000,368000000000.0,3,16540,15854,856116,528,1,TCP,4,38839174,618412109,122,227.0,349.0,1
969,1009698,3,425000000,3425000000.0,3,1109,0,0,0,0,UDP,1,3363,1262,0,0.0,0.0,1
313,30674,321,155000000,321000000000.0,15,2790,29,2842,0,1,ICMP,3,129132407,213848923,5005,2506.0,7511.0,0
38,3724,39,801000000,39801000000.0,7,2059,29,2842,0,1,ICMP,3,271152413,245623,1,1.0,2.0,0
565,55370,579,851000000,580000000000.0,3,2063,29,2842,0,1,ICMP,1,106006,135561902,0,0.0,0.0,0
121122,132880068,271,143000000,271000000000.0,11,1143,13495,14746838,449,1,TCP,2,3069947,2855392,143,133.0,276.0,0
73565,78420290,163,330000000,163000000000.0,3,1910,13615,14513590,453,0,UDP,1,3492,1332,0,0.0,0.0,0
128252,133638584,474,780000000,475000000000.0,9,2997,3971,4137782,132,1,ICMP,2,133797882,135523350,1093,1093.0,2186.0,1
3270,3485820,7,122000000,7122000000.0,2,7503,0,0,0,0,UDP,1,4288,27668360,0,3838.0,3838.0,1
50820,52954440,160,743000000,161000000000.0,7,1790,9442,9838564,314,0,UDP,1,3753,1172,0,0.0,0.0,1
529,51842,541,830000000,542000000000.0,4,1264,30,2940,1,0,ICMP,5,133467666,4970,2508,0.0,2508.0,0
49807,53094262,110,739000000,111000000000.0,3,1790,13525,14417650,450,0,UDP,4,3553,3343,0,0.0,0.0,0
119355,124367910,390,899000000,391000000000.0,3,1943,7952,8285984,265,0,UDP,2,926941092,3790,4385,0.0,4385.0,1
5912,6160304,22,667000000,22667000000.0,10,3860,0,0,0,1,ICMP,3,141610866,135572448,1705,2.0,1707.0,1
9439,10501150,21,530000000,21530000000.0,7,12106,-94124,-105954408,-3138,1,TCP,2,134437790,13423797,3108,405.0,3513.0,1
22434,23914644,48,817000000,48817000000.0,6,1306,13474,14363284,449,0,UDP,2,3660,72715954,0,3917.0,3917.0,0
130986,135556628,920,138000000,920000000000.0,15,2053,58,5684,1,1,ICMP,2,271159329,180469691,3,2567.0,2570.0,1
790,77420,810,180000000,810000000000.0,5,1849,29,2842,0,1,ICMP,4,135615050,271061714,1,1.0,2.0,0
16682,17382644,53,329000000,53329000000.0,6,1931,9435,9831270,314,0,UDP,3,3889,164814263,0,10298.0,10298.0,1
99684,5781672,361,741000000,362000000000.0,3,16540,7927,459766,264,1,TCP,4,38839174,618412109,122,227.0,349.0,1
18005,19733994,40,517000000,40517000000.0,7,4033,13493,14753450,449,1,TCP,4,19630416,293072044,524,11770.0,12294.0,0
85351,4608954,172,251000000,172000000000.0,11,25224,17762,959148,592,1,TCP,1,465483964,33117616,0,0.0,0.0,0
65894,68661548,210,860000000,211000000000.0,6,1943,9287,9677054,309,0,UDP,1,3775,1492,0,0.0,0.0,1
139,13622,143,80000000,143000000000.0,7,22,29,2842,0,1,ICMP,2,8428,8344,0,0.0,0.0,0
125409,6772086,204,96000000,204000000000.0,7,6696,17788,960552,592,1,TCP,4,28323753,326036917,274,383.0,657.0,1
49338,51410196,181,302000000,181000000000.0,5,2997,8410,8763220,280,1,ICMP,3,49955113,51680581,2325,2325.0,4650.0,1
88695,94548870,197,19000000,197000000000.0,3,2375,13529,14421914,450,0,UDP,3,3530,86743136,0,6527.0,6527.0,0
112809,120254394,250,554000000,251000000000.0,3,2242,13531,14424046,451,0,UDP,1,4253,1562,0,0.0,0.0,0
66200,70569200,146,802000000,147000000000.0,3,2375,13527,14419782,450,0,UDP,1,3640,86741232,0,6527.0,6527.0,0
130810,135539380,830,143000000,830000000000.0,10,2053,30,2940,1,1,ICMP,3,271095356,135648650,2,2.0,4.0,1
61531,65592046,132,729000000,133000000000.0,4,7503,13538,14431508,451,0,UDP,1,699267004,3706,0,0.0,0.0,0
105616,110051872,381,267000000,381000000000.0,7,2997,8853,9224826,295,1,ICMP,2,110774526,110426638,2458,2458.0,4916.0,1
183961,9933894,352,300000000,352000000000.0,5,25224,15298,826092,509,1,TCP,2,5736717,150014544,0,111.0,111.0,0
206,20188,211,206000000,211000000000.0,6,948,30,2940,1,1,ICMP,2,4555,1242,0,0.0,0.0,0
